miRBaseName,count,mean,std,min,25%,50%,75%,max
hsa-miR-708-5p,21.0,42.883261215432626,95.20374273194078,0.0,0.0,0.0,0.0,324.957250539357
hsa-miR-7111-3p,21.0,0.4557323514161629,1.6796793227596762,0.0,0.0,0.0,0.0,7.52306325421949
hsa-miR-7112-5p,21.0,0.044092520859539616,0.20205731442025962,0.0,0.0,0.0,0.0,0.925942938050332
hsa-miR-7152-5p,21.0,0.14543302534385524,0.6664578471846476,0.0,0.0,0.0,0.0,3.05409353222096
hsa-miR-7153-3p,21.0,0.5843763314901048,2.677948773394011,0.0,0.0,0.0,0.0,12.2719029612922
hsa-miR-7153-5p,21.0,2.601405993422881,11.921139878172145,0.0,0.0,0.0,0.0,54.6295258618805
hsa-miR-7157-5p,21.0,66.93230491968764,143.98190476871534,0.0,1.03838878210142,5.5615787618472,49.6148906749622,635.311064387112
hsa-miR-7159-5p,21.0,3.988822523248414,18.279081146530604,0.0,0.0,0.0,0.0,83.7652729882167
hsa-miR-7161-3p,21.0,15.197135461425145,37.88534332290032,0.0,0.0,0.0,0.0,160.350483579008
hsa-miR-7161-5p,21.0,8.677751442241238,39.766452846082686,0.0,0.0,0.0,0.0,182.232780287066
hsa-miR-7162-3p,21.0,1.2596281652363428,5.772341414693883,0.0,0.0,0.0,0.0,26.4521914699632
hsa-miR-718,21.0,1.424579472588719,6.528243266618072,0.0,0.0,0.0,0.0,29.9161689243631
hsa-miR-744-3p,21.0,13.608292034423764,62.36102832681151,0.0,0.0,0.0,0.0,285.774132722899
hsa-miR-744-5p,21.0,2203.6943284777435,1649.744617224702,0.0,1013.60910344606,1797.07478035296,2971.6099854167,6031.5567059011
hsa-miR-758-3p,21.0,12.524857480839232,51.762544739217994,0.0,0.0,0.0,0.0,237.848049807163
hsa-miR-760,21.0,35.15555134436239,91.62417687250503,0.0,0.0,0.0,13.7161831825936,386.219928496394
hsa-miR-7641,21.0,3.4207619675754573,13.02760915866037,0.0,0.0,0.0,0.0,58.9386471130359
hsa-miR-766-3p,21.0,103.3989642388788,221.39947861952152,0.0,0.0,0.0,140.487894049016,949.590650981963
hsa-miR-766-5p,21.0,15.416345188080486,34.73084959562627,0.0,0.0,0.0,0.0,114.225372256659
hsa-miR-767-5p,21.0,8.233397781904266,32.11828935696562,0.0,0.0,0.0,0.0,146.06534284535
hsa-miR-769-3p,21.0,2.690223520926324,12.328152920995496,0.0,0.0,0.0,0.0,56.4946939394528
hsa-miR-769-5p,21.0,337.1353987301347,331.4533010265693,0.0,95.1392199228653,237.488670560312,571.126861283295,1206.31134118022
hsa-miR-7703,21.0,3.7153340143629285,12.607329060977717,0.0,0.0,0.0,0.0,53.5893370757057
hsa-miR-7704,21.0,2954.80167432272,4584.76712671922,0.0,22.1616850225687,561.034907963118,3692.37666911428,14308.1072028431
hsa-miR-7705,21.0,15.186921629931087,63.72393483758864,0.0,0.0,0.0,0.0,292.1306856907
hsa-miR-7706,21.0,71.93360978301509,160.63783439779627,0.0,0.0,0.0,69.9896434467302,687.7956540507
hsa-miR-7844-5p,21.0,7.355358139989715,33.70648544001246,0.0,0.0,0.0,0.0,154.462520939784
hsa-miR-7847-3p,21.0,1.4637714594016238,5.3577769175430765,0.0,0.0,0.0,0.0,23.9329351394905
hsa-miR-7848-3p,21.0,6.8189072178065055,17.321185576322183,0.0,0.0,0.0,0.0,56.4946939394528
hsa-miR-7849-3p,21.0,3.5497060228130004,10.011673796558195,0.0,0.0,0.0,0.0,40.8426086443855
hsa-miR-7850-5p,21.0,0.6960710570900905,3.189798308183268,0.0,0.0,0.0,0.0,14.6174921988919
hsa-miR-7851-3p,21.0,0.964883016091538,4.421649458016767,0.0,0.0,0.0,0.0,20.2625433379223
hsa-miR-7854-3p,21.0,14.127782735659153,36.781414619054324,0.0,0.0,0.0,0.0,123.750281962611
hsa-miR-7976,21.0,7.739001118992237,35.46455843112987,0.0,0.0,0.0,0.0,162.519023498837
hsa-miR-7978,21.0,0.7315676467819,3.3524641173587737,0.0,0.0,0.0,0.0,15.3629205824199
hsa-miR-8052,21.0,29.070297847531897,127.8797571350912,0.0,0.0,0.0,0.634261466152435,586.957579571179
hsa-miR-8061,21.0,1.9410376853522713,6.130434399326986,0.0,0.0,0.0,0.0,20.4187965238308
hsa-miR-8065,21.0,0.6445327185552666,2.953619970655178,0.0,0.0,0.0,0.0,13.5351870896606
hsa-miR-8072,21.0,3.093757049065276,14.177375859144837,0.0,0.0,0.0,0.0,64.9688980303708
hsa-miR-8079,21.0,2.494853539644357,11.432855193248777,0.0,0.0,0.0,0.0,52.3919243325315
hsa-miR-8081,21.0,0.01599758627887343,0.07331015005952442,0.0,0.0,0.0,0.0,0.335949311856342
hsa-miR-8085,21.0,14.732176424120334,67.51131361497528,0.0,0.0,0.0,0.0,309.375704906527
hsa-miR-873-3p,21.0,8.58402558082744,27.419980896452262,0.0,0.0,0.0,0.0,114.225372256659
hsa-miR-873-5p,21.0,11.872327699133942,24.291958482957682,0.0,0.0,0.0,12.8688442175539,85.3293377901019
hsa-miR-874-3p,21.0,11.713093867706768,32.910627245568804,0.0,0.0,0.0,0.0,122.205050087431
hsa-miR-877-3p,21.0,2.376050990137481,10.88843351737978,0.0,0.0,0.0,0.0,49.8970707928871
hsa-miR-877-5p,21.0,49.836405812383525,130.47125939533925,0.0,0.0,0.0,0.0,467.259682233717
hsa-miR-885-3p,21.0,49.84310546096026,159.85062468170418,0.0,0.0,0.0,19.1574400975931,733.230300524587
hsa-miR-885-5p,21.0,74.0407946051602,194.42674044523008,0.0,0.0,0.0,9.57872004879654,794.332825568302
hsa-miR-887-3p,21.0,0.9403884333038881,3.1081786212351465,0.0,0.0,0.0,0.0,12.7716267317287
hsa-miR-889-3p,21.0,7.443213494020934,21.028947053670105,0.0,0.0,0.0,0.0,73.5205106304263
hsa-miR-889-5p,21.0,4.7390802689223,21.717194056808115,0.0,0.0,0.0,0.0,99.5206856473683
hsa-miR-9-5p,21.0,334.06620540324894,933.8521704755061,0.0,0.0,0.0,0.0,3739.73560833776
hsa-miR-924,21.0,15.796934229741002,72.39064685602706,0.0,0.0,0.0,0.0,331.735618824561
hsa-miR-92a-1-5p,21.0,57.22484799257749,164.0956362878668,0.0,0.0,0.0,24.4326772259158,738.733795798967
hsa-miR-92a-2-5p,21.0,0.4309562514651614,1.974889643553526,0.0,0.0,0.0,0.0,9.05008128076839
hsa-miR-92a-3p,21.0,31426.56467779035,20215.299672968194,1820.09752404026,18122.0463609928,31401.7347332247,43342.4101296397,71124.0117547724
hsa-miR-92b-3p,21.0,1473.3774817721617,1355.0274368203195,0.0,895.958046796071,1044.13122401517,1523.42030897945,6162.77376370615
hsa-miR-92b-5p,21.0,30.049512620551756,64.27580715382099,0.0,0.0,0.0,36.2003251230736,280.126080168461
hsa-miR-93-3p,21.0,27.224489672836302,66.65952185360267,0.0,0.0,0.0,15.9645334146609,285.898260510699
hsa-miR-93-5p,21.0,2660.633804944373,1718.6028561352384,0.0,990.853255742958,2561.4595142592,3782.93397536119,5467.02152527795
hsa-miR-935,21.0,63.869370645039474,160.5146855305078,0.0,0.0,0.0,32.8019004516719,710.183836204446
hsa-miR-937-3p,21.0,16.782437092139737,58.91045272906635,0.0,0.0,0.0,0.0,263.307213897682
hsa-miR-939-5p,21.0,0.7649556031030587,2.512264336133842,0.0,0.0,0.0,0.0,10.2104054131219
hsa-miR-940,21.0,5.938687453090604,18.799128549241182,0.0,0.0,0.0,0.0,66.3672627256349
hsa-miR-941,21.0,353.2446585478025,706.1810168656452,0.0,0.0,51.9724071462187,164.396405764665,2908.82921646931
hsa-miR-942-5p,21.0,17.1038203757692,43.23546863173025,0.0,0.0,0.0,0.0,156.971933272191
hsa-miR-944,21.0,15.289302528272483,45.27998787676209,0.0,0.0,0.0,0.0,194.832147480023
hsa-miR-95-3p,21.0,56.52345920653794,143.44350195031473,0.0,0.0,0.0,22.2772481740841,560.252160336923
hsa-miR-96-5p,21.0,72.57777754530665,107.715962401164,0.0,0.0,26.6928118414548,95.2225943454762,375.12535952994
hsa-miR-98-3p,21.0,17.146026575258425,31.646182706416212,0.0,0.0,0.0,14.3680800731948,98.2711740249568
hsa-miR-98-5p,21.0,1880.848279810879,1176.8949457909337,0.0,1063.12742231516,1736.78169704446,2899.82521375137,3830.48621165631
hsa-miR-99a-3p,21.0,0.9966471953789904,4.567211213989666,0.0,0.0,0.0,0.0,20.9295911029588
hsa-miR-99a-5p,21.0,721.7804449479697,1268.761225804308,0.0,0.0,143.396460545296,531.563711157579,4616.83274390699
hsa-miR-99b-3p,21.0,45.02691568335432,97.8419385346236,0.0,0.0,0.0,35.8491151363241,408.426086443855
hsa-miR-99b-5p,21.0,3472.4392535939537,6156.419799318333,0.0,342.676116769977,732.568874524884,2606.4234088613,22350.9210233074
