PROBE,ILMN_1654552,ILMN_1654861,ILMN_1664644,ILMN_1665877,ILMN_1695763,ILMN_1697268,ILMN_1714602,ILMN_1720430,ILMN_1725528,ILMN_1730670,ILMN_1746533,ILMN_1751530,ILMN_1754400,ILMN_1763386,ILMN_1779536,ILMN_1785340,ILMN_1786275,ILMN_1789751,ILMN_1800540,ILMN_1876197
GSM334371,10.039206951006763,8.579972073155561,9.239355076295244,11.979868154031415,7.624473805912873,11.71374306315696,11.668486149800467,8.232320186848082,8.679293592725681,6.86143435199192,5.998556583130331,7.485048392122618,8.91731240109503,10.57782532584756,7.3432301395534685,6.975630186280823,5.591410142982135,12.798668224308605,11.546470075404244,5.046857711684969
GSM334372,10.191231982035712,8.895947835827359,9.971198645384547,12.312051918716891,7.375586856315479,11.76666555234675,11.305161148486018,7.829418310169937,8.69561806234833,7.276682759809062,5.781962896248705,6.5671955614068755,8.784772238542805,10.11104435753232,6.913679309723343,6.5374979805611755,5.121048565983399,12.61253219775913,11.779772696124112,4.999508498288058
GSM334373,9.604436474467096,9.888636716850232,10.06845585200555,12.412604246680361,7.006219468049139,12.105522254476709,11.240958245899137,8.943323595150881,8.490546063935845,7.474955138352185,5.813832486128809,7.324477607679646,9.016028241687076,10.567765984494724,6.789311925645093,6.887915135638133,4.795372147140773,11.762602122202342,11.416005780559267,5.450749375537496
GSM334374,10.064136462980084,9.339516007040816,10.307872468138516,12.694821442860675,7.806510956274099,11.70261858760573,11.28267146276832,9.197499305852812,8.855413575335515,6.730014924385302,5.184097763698326,6.980722251618555,8.21351254056782,10.399042886549786,7.50723965075508,6.278207827223033,5.0479396632130245,11.634089522254259,11.779772696124112,4.0
GSM334375,10.097491234219587,9.889859840062726,10.051503024923473,12.434941463808123,6.279005984893892,11.113483681734252,10.950955043345225,10.459788764406698,9.000914440779978,7.746641218976833,5.000179874824073,7.538644390867289,8.836422692798743,9.83840055354436,7.346473753781376,6.555146330240293,5.300917793836571,11.473813440451321,11.205539686594458,4.811000639379494
GSM334376,10.292379155380978,8.987104809353232,9.584284199480624,12.3737025810531,6.513411786824949,11.572240726467921,10.738590528410475,8.570664050311684,8.6874701685571,6.756236058715632,5.510392321964898,7.280668710923001,8.789523863953876,10.039206951006763,7.559476517375004,6.595354466090993,5.428812383578905,11.820486140767516,11.123759299915893,5.057424277444471
GSM334377,10.38265644632393,8.6643263882161,9.57223219828019,12.607748727111504,6.4524636516435505,10.714606146349638,10.265181352412522,8.372264356139455,9.099476687157194,6.350320435387008,5.773152397014052,6.228356954201049,8.295814842840135,10.220922410140782,7.310403746132555,6.493439188683701,5.250828966791925,12.213450570723287,11.32037749183128,4.79415069802908
GSM334378,10.367261845865078,8.661339879397113,9.8294991793038,12.182428495955447,7.03331286794139,11.094935392030214,10.6648650100615,8.816590107307798,9.188922592585625,6.801585502343102,6.0870596789562645,6.57179814170986,8.476207497226023,10.0140623273975,7.073798815450967,6.797428082152313,4.520478823693249,12.578304282027696,11.096748092355478,5.243935601566864
GSM334379,9.770198059273246,9.137764783640415,9.943262049915916,12.334317984693444,6.8233672400462355,11.676419926214047,11.167738012313439,8.831585937328896,9.032359861275896,6.905651750618023,5.932084800196059,6.433860810017638,8.869970082354413,10.370240581602792,6.765083833703926,6.225139940859797,5.079565849810275,11.817343452418465,11.953174281862552,5.177742426339694
GSM334380,10.465954064260277,8.407187022056705,9.359942785074079,12.10193957030318,6.979522372110876,11.67621274472949,11.049079360758848,7.956387774274188,9.002260891810284,6.4008623628670644,5.8103916882803555,7.417962189287401,8.454550175290105,10.150496212031928,7.504826930873415,6.7877850500324515,5.497867800293405,12.057484118798897,11.44348751316259,5.100784266548401
GSM334381,10.115966991665553,9.658688136150548,9.852168985665232,12.142046411767343,7.516519497661096,11.351121440080684,10.968602000046808,10.135773404459153,8.624053359793084,7.01479044629956,5.61075911033045,7.148242681379178,8.45721258903928,10.331947006713106,7.530180014243339,6.388499538598573,4.0,12.0098950833583,11.242763256869974,4.636479618780535
GSM334382,10.236659671455556,9.657220253645805,9.76264196618251,12.330997915424176,7.343510068797192,11.262823527768482,11.007901031484405,10.505198129299865,8.627367828195233,6.876958527834675,5.132418910737515,7.030654116072332,8.61205225010518,10.483044454641513,6.873505141223715,6.303284850676414,5.24819066738989,12.08208871707358,11.22402754838801,4.861253690516505
GSM334383,10.529811188006509,9.28214091153971,8.336926029631499,11.64489725954144,6.851774022932077,11.121125516261865,10.50503741081457,7.608380509344305,8.340967213574185,5.842300052514061,5.3228186841339715,7.582789308158757,8.980319546191007,9.845417914388902,7.996812408107756,6.282050536206736,4.8811751553492755,11.630003137745268,11.846544244407001,5.161819172885189
GSM334384,10.257128511453855,8.824866481445927,9.42696077101628,12.312051918716891,6.52633490925803,11.660633283717758,11.329342271830004,8.516787362250799,8.528786175670025,6.620527763119977,6.077648913472887,7.078236219158774,8.632406370203787,10.33023345231006,7.480814430900033,7.144382931998536,5.639839912345208,12.21752155283911,11.428156003299385,4.406230520801903
GSM334385,10.139909423749444,9.159238127112499,9.72629139937011,12.057484118798897,6.984885514458015,11.693983451871624,11.175337465738128,8.107970271821584,8.780631624607057,6.377071677868298,5.6321518644336095,6.612868497291041,8.643113010443559,10.200138446503873,6.841822201510767,6.3197624276692475,5.2600068315296555,11.80754007750793,11.213456646315935,4.8268382682912625
GSM334386,10.415023410391292,9.138366525929285,9.528840861382928,12.107844766420714,7.859739761858795,11.927929777751002,10.975804987375266,7.994047892614961,8.36139553316589,6.649917186432251,5.82199076847272,7.6117478085064185,8.942397208291256,9.909383101424918,7.474200766780227,6.827704722066824,5.465778610254717,12.376176951947233,11.037649901885647,4.937057142937158
GSM334387,10.15711952242496,8.945092630539957,9.56950818072123,12.8952685350788,6.760141090287394,12.071904756954531,11.279610581052484,8.028872996681372,8.973602666158323,7.2838477100862455,6.012948515311938,6.806375618121289,8.761960048916839,10.295481973695367,7.19995693007334,6.7030591594913576,5.88137096086544,12.482376898534314,12.10815197383636,5.146027897865386
GSM334388,10.416755312064033,8.641253385480805,9.416548438050052,11.9695340212749,6.9381563858404,11.470862199413702,11.252925567118316,7.47688388615934,8.57731174593872,6.207268173112029,5.266910194970442,7.57012134346889,8.84520461999599,10.577438269726326,7.7535978511785,6.8057180807248185,5.466594494275924,11.94559746205143,11.50167798218299,4.853671353547086
GSM334389,10.314209352591206,9.273529876465762,9.655634471827305,12.125746014046152,7.560630896700262,12.006971184364042,11.526308497353035,8.86804467847227,8.00034372622758,7.075671674255777,5.832915324382037,7.085562749280638,8.761345118430144,10.257953494548904,7.233514226756832,6.924646257562019,4.642129693855338,12.04458195804642,11.693983451871624,5.088434211706009
GSM334390,10.252263313862349,9.277636115849145,10.474963247731324,11.600944297796493,7.055998181779569,11.777945670695148,11.150604100094721,8.636689866582659,8.624535948423395,6.758942716872358,5.8470698775899255,6.340277404766255,8.420339230394056,10.156879436538778,6.846204948721999,6.605197989123145,5.0137704187128085,12.04458195804642,11.012896851530426,5.005530237641689
GSM334391,10.17061362376559,8.64209863843583,9.42796018293129,12.3737025810531,6.772558714344946,11.736418844408377,11.14775823358936,8.214935898940738,8.480975952529517,6.5374979805611755,6.1917402921192926,6.909341094843341,8.736090695067073,10.457657899175326,7.499821974812536,6.896477725786744,5.587304977415335,12.214792655086804,11.54206938028687,4.994204067757738
GSM334392,10.272919344581084,9.87932547119656,9.301744335479441,12.620111733902577,7.457530763812351,11.438059561390569,11.113388935960176,8.732938488924155,9.373433996453102,6.278919593327063,4.171462335423498,6.538456063006692,7.453715434136887,10.45169474579636,7.783690929221801,6.572477259353825,5.719853146837619,12.219813201777729,12.178665815707319,4.166661222391097
GSM334393,10.269944831663443,8.72381791747105,9.95537383674758,12.156632991051104,6.5109619192773796,11.407602371195631,10.960182981831874,7.417304017780967,8.448442604679027,5.733300102938643,6.123521356902518,6.828149181124294,8.553406585277408,10.303141437858267,7.749849320008766,6.901542724282934,4.9658996956489805,12.040121876369312,11.8197360317364,5.006782731092943
GSM334394,10.208807420054606,9.154838357261463,9.897527846667156,11.938620282134996,7.219458966735173,11.872286262069991,11.12267271882414,8.045492116966242,8.238041631305903,6.9576824861651225,5.495503302122304,6.7217417628071985,8.793310676665113,10.315749616705489,7.258217389536018,6.639188742801307,4.775935488301787,12.189707211617213,11.353940751065705,4.768401374491675
GSM334395,10.363521543546545,9.308054559066635,9.441246917429156,12.218384628812094,7.010768651558497,10.917193036924946,10.616135273189034,9.37694149149231,9.107188299882015,6.730014924385302,4.740517461561715,6.964340867792418,8.015593461611111,10.01210770170561,7.304501915420757,6.169123281476757,5.024993347003446,11.601886830639092,11.672509319937163,4.312657913601314
GSM334396,9.958625210847769,9.41812879405936,9.834720695214294,12.296999348673092,7.333861985959613,12.006971184364042,11.377579292514124,8.822201147753516,8.839871431293338,6.214280259804902,5.92081730165144,6.228356954201049,8.592475724906643,10.305104133304797,6.614268135164198,6.754366434867,5.2118921871412,12.013675103038798,11.621044510681456,5.458677285420743
GSM334397,10.446976156902707,7.6573077298259875,9.176926146611358,12.559172503011641,6.207736902555774,11.578358821040956,11.386067684343434,8.381597413516598,8.525120244122126,6.967788353598937,5.192206003542003,7.521865635693569,8.342320105343058,10.461049132574908,7.858128242003413,6.362335221576607,5.263589398528676,11.889838018529604,11.307536165444366,4.8690605258245006
GSM334398,10.207892851641333,9.239930227443569,10.879996701680382,12.042558844470333,7.38752625482278,11.866610527592735,11.298137049654692,8.723073850286855,8.091657525743988,7.219875171115461,5.652945330905459,6.364747506022288,9.14272485810137,9.663615028176004,6.873185696231277,6.214280259804902,4.671078197834897,11.376071110789331,11.379443351870755,4.651275614523018
GSM334399,9.717974526395396,9.255498372716087,11.222752647582837,12.15577958528955,7.476333078424863,12.296999348673092,11.324906212994394,7.04440504882494,7.867118088062667,7.746675544637115,6.364677479081157,6.078310950007127,8.987846657917274,10.106890045092218,6.8044279211538585,7.150610446200107,4.043388254063438,11.79606800805893,11.502299768108617,5.371454315705081
GSM334400,10.31467387009145,9.388077575818395,10.578750063855995,12.118924855287023,7.221219755155551,12.304525301677494,11.552260820446797,8.253284948761534,8.530219037958462,6.8198725167651055,6.06873529201792,6.699662673126637,8.997617022666716,10.203225631798478,7.066509018221581,6.806375618121289,4.64964994538527,11.417868333823742,11.6246629666984,5.458480437959544
GSM334401,10.207892851641333,9.303897163491241,10.159719997193214,12.123979103696506,7.015782997240928,11.770366569657032,11.12703349367223,7.488980878984473,8.666682041248368,6.829278760612363,5.847345543023245,6.816074855073026,9.040539054177453,10.167631398032572,7.494287592735503,6.699773705184328,5.203741478346333,11.426076017715136,11.335373605041266,4.776430400387525
GSM334402,9.784520341407225,9.104811014603335,9.439255353034435,11.798682398144674,6.8193616293200945,11.488000770834068,10.859076591953894,8.168576854497855,7.918088027570219,6.345343146286501,5.543650537983554,7.2003689885033255,8.539154932890343,10.116668855967113,8.17303246359429,6.394788496818608,4.0,11.755292368436242,12.277208927476257,5.517811092010603
GSM334403,10.04762835809518,8.7384402213767,9.686714114278482,12.107844766420714,6.791814071161826,11.426076017715136,11.344678726189567,8.517689070060142,8.960361112623904,6.082894152617435,6.0594201766653475,6.62642453444689,8.65676091666055,10.105201388552935,7.367266214815176,6.998060074859501,5.004784510208934,11.926814856516929,11.925072224703765,5.012845744456
GSM334404,10.314209352591206,8.906812447510607,9.642941591948754,12.24533878174082,6.674093377458706,11.499377532982109,11.188953491169322,8.613487452025113,9.16444690004301,6.654435540845399,5.703737498269979,6.97370310550842,8.678832500795538,10.319660832209237,7.321711674399286,6.8909694897744735,5.368523922158954,11.824958740528523,11.231437208718942,5.4866178469398585
GSM334405,10.187314953639586,8.540709262671431,9.413217485251641,12.631613618660978,7.517984266738409,11.98933063096731,11.086341930445476,7.93258682184711,9.318043372278987,6.434177836345363,5.608069967721664,7.422846890215499,8.543503616547419,10.097531791741217,7.830134874794871,6.918457794925561,5.8829853431688,12.487556188806705,12.830370613325353,4.9770509061106125
GSM334406,10.103222229874277,9.337117874113515,9.91275463849638,12.26123108452422,7.4419564875524316,11.436987355731514,10.822499132562463,9.070933992722683,9.15127282606377,6.940072760773615,5.048179502251083,6.927280190866622,8.071317549466983,9.85296794716418,7.584075571820158,6.400179260525492,4.632285667350097,12.167766232421975,11.852470988948491,5.2234573039471845
GSM334407,10.254048337636766,9.236813075386697,10.105554991885366,12.016432246732139,6.5529917947996354,10.956361635837474,10.779095529601957,8.683920980809326,8.672757689310021,6.40381306161659,4.02761411149638,7.302812539347091,8.468245247565704,9.70434980577026,7.92225732503319,6.534419616373016,4.50677329457405,11.697241264683345,11.39726283393728,4.970830652004034
GSM334408,9.891540702537108,9.095613278966361,9.878694692466564,12.492263805201508,7.135134658456883,11.813324265437021,11.32737299771661,7.879871147283915,8.701049960039398,6.5652315818055005,5.637957953406939,7.0955025176586695,8.920966130988898,10.320338000176152,7.748434396909189,6.217560326625419,5.171735249020331,12.238527148239253,12.60574340155615,4.678894457594452
GSM334409,10.00142226939772,9.307023165665786,10.034565141764821,12.60930573035551,7.176043462825692,12.15577958528955,11.835485952026628,7.900734001487889,8.545420152009603,6.009772643632786,5.640476327396023,6.976707311846879,9.008644309865485,10.748343821403491,7.458037432945128,6.561585810411274,5.377436137235172,11.940992568603045,12.370507603547532,6.134179860159814
GSM334410,10.140906439862816,8.550562108598443,9.604017562700875,12.695732885464384,7.239923069294889,11.586877308801373,11.18873718718513,7.930163693126143,9.071357776783312,6.387017819073612,5.7465008850336075,7.4526036707444,8.653862565326175,10.207892851641333,7.588444807641867,6.707676628108347,5.6435964812929,12.368522830874442,12.038922417746026,5.078473209378694
GSM334411,9.961952162541799,9.579418337005647,9.412090047113452,12.024504228146274,7.8010660914042145,11.435518691871358,11.325792661899017,9.305784633471257,8.881446155358834,6.422867572902794,4.902501258104886,7.098964794390882,8.21716260350622,10.421853393762706,7.683346333734041,6.463815825445349,4.0,11.892977343163864,12.40561156574441,4.3419028681359055
GSM334412,10.19901488552545,7.371339479621435,8.860612786430565,12.343182244757022,6.41582237107907,10.79311246564009,11.49396964974083,9.307617707123365,9.2690925170358,5.441883471882913,5.080099107764952,7.194181926846054,8.324447184237023,10.173894960564315,7.709760221052005,6.833443320803879,5.478142825948041,12.151520410788493,11.465911579826676,5.848721077908088
GSM334413,10.072936483296997,9.0973843043788,9.77164462515467,12.22063225837138,7.198494153639083,11.94866654515229,11.37360471408464,8.201570153799976,8.900779277802116,6.654908074398165,5.984407065310614,7.241735332731317,8.883617761795986,10.118188391590213,7.571115517907334,6.519132990783599,4.429502150822982,11.908317556644027,11.990291913357533,5.661265048321029
GSM334414,9.901078065844802,9.378841047248537,10.028513900869154,13.165417371956417,7.619757795813519,12.45538887262144,10.996339311148873,7.960378490060271,8.267699646261693,7.136191386287144,5.324573014315308,7.766429523198119,8.666241758940568,10.28653465982106,7.305560191676455,6.317141234943323,5.367755453521842,12.607748727111504,12.835256970359795,6.001914808080216
GSM334415,9.840477396382235,9.510313193437984,9.86193055830849,12.646437205455731,7.080977374158919,11.4110872267986,11.001408194392809,9.661069043772509,8.46721425769088,6.684019200167424,4.8805337061860925,6.989252565165993,8.11349214668962,10.078471074505439,7.787243077466073,6.1296127381304695,4.248109737098025,11.982234249301628,12.150473998782136,5.080862286427745
GSM334416,10.046646571089832,9.470957752431529,10.107596338121937,12.553458905698127,7.213269506319482,11.75818989574981,11.075258516601618,10.064298168367749,8.855986583754014,6.834698576495076,5.34806241373511,7.290903551484996,8.454903803221205,9.960740472388503,7.53953107147415,6.4161303775683844,5.032572552012767,11.700756139983069,11.964654933876448,4.767384664846371
GSM334417,10.290733103740934,8.55304557066374,9.479287157933374,12.593881275696988,6.543387615370142,11.092763746651254,11.231437208718942,7.728213046998263,9.244409030135229,6.194658373583895,5.663657719671144,7.185281818264455,8.662995859490568,10.210975677726395,7.500284208486635,6.686542546815194,5.658297184862107,12.164888076007575,12.254024709364616,5.121048565983399
GSM334418,9.819171596893495,9.120600773845165,10.072936483296997,12.470940980285276,7.558252325241058,11.953174281862552,11.403043988399041,8.045295522099986,8.753079661561303,7.011819868865007,5.511594541537413,6.063373508117257,8.195254079987713,10.156019854261856,6.938238736483899,6.435261873569237,5.1396904992525005,12.668814088419117,12.213450570723287,4.955573194211749
GSM334419,10.213164989004014,9.209104834696834,10.127194750989851,12.272860107956795,6.808101838608145,11.380975062146264,11.159013535808953,9.288614647367075,8.470414845805422,6.907683859753359,5.524847263704449,7.592143048741057,8.557387113232307,10.129682279069877,7.683170083352344,6.480620581071163,4.90085232059379,11.644428645779852,11.364539603606794,4.937057142937158
GSM334420,10.182667471190232,9.387644720464056,9.351557662450427,12.413281492545334,7.155374831286294,10.756397867546475,10.71290524990749,9.91100242257202,9.51417355859,6.217889861741766,5.354187661051056,6.959167361060876,8.365399468749892,9.925732447816639,7.282245183735652,6.1510875933625915,4.794322283096072,11.639933041740614,11.813324265437021,4.0
GSM334421,10.055092594716536,8.988710246103567,9.508909919590621,12.476209522815967,7.40095626414991,11.502299768108617,11.511263437922857,7.556076822579581,8.972882167576891,6.656296141249272,5.92891508035272,7.314986485468515,9.03646487015006,10.50211574739468,7.203612289312908,6.954103230284847,5.684257705058932,11.843143764628573,11.959422420093674,5.105770254581825
GSM334422,10.188143729735014,9.502907367093442,10.50503741081457,12.666920767202615,7.502815895556805,11.70484171207435,11.02172261763122,9.157245867371566,8.7384402213767,7.319401166858324,5.524189078449365,7.0493584943282634,8.230433604758408,10.140906439862816,7.818511878335351,6.711536204581157,4.0,11.762602122202342,11.863783619931878,4.5738773944759465
GSM334423,10.059263332299277,8.78800700412042,9.399288607142804,12.49986083205111,7.19995693007334,11.600154510547064,10.968602000046808,8.379083732594705,8.778550282202232,5.933879461579916,5.496462349582264,6.855541276266795,8.392403294927881,9.626176273574076,7.431648029497341,6.533485480448152,5.78230371409402,12.366393254297995,12.040121876369312,5.542784258848244
GSM334424,10.087608694589218,8.898175090795963,9.599736212781261,12.130519083027338,6.80194757590748,11.663615917595038,10.902797157880231,8.832295096195839,9.163976666602975,6.221780434281427,5.694128012849082,6.6791281797474165,8.45431574621365,10.100688617364066,7.467703356600841,6.574419447401087,4.634000735775042,12.272860107956795,11.953174281862552,5.641083552712065
GSM334425,10.178901339006492,8.89497839057816,9.219817103293321,12.364566960899555,6.6635723354175225,11.06640541823688,10.756756451307275,8.330845189623416,9.062968951414906,5.879068565954891,5.266910194970442,7.457216693907809,8.528786175670025,9.399288607142804,7.556076822579581,6.953183741673579,5.7034883496568245,12.196866422239292,12.445340812582954,5.2048097805049025
GSM334426,10.107596338121937,8.966522755490619,9.298319227722265,12.181183322315787,6.639130846837782,11.404476350847172,11.085658344403592,8.69029835606212,8.626084990452979,6.086762539893625,5.9182431028384235,7.080678979603836,8.37381348892556,10.172302486327203,8.028872996681372,6.8370602037585995,5.136076517459432,12.354676396153357,11.841442480059612,5.584541653290996
GSM334427,10.129682279069877,9.008644309865485,9.145544998299346,12.172624396829493,6.656296141249272,11.39726283393728,10.883429898250492,8.821927011118254,9.047999081599139,6.568868163349047,5.576703521535463,6.968205978676912,8.483493351284395,9.797178385276064,7.676380255466924,6.588774590493999,4.978319205499717,12.147189022131467,12.0098950833583,5.243535802200907
GSM334428,10.188922592585625,9.33895694765709,9.10856365991511,12.096626218491384,7.158145123682975,11.167085660404044,11.01574258364383,8.851686585733418,8.909995058609622,6.524251775698061,5.5793913706427425,7.367737983567423,8.676556561549448,9.828650620506663,7.263137720138663,6.774207230022139,5.195646816262227,12.054434738760843,11.455358046792332,5.392248721379148
GSM334429,9.985642734586955,9.136852729720387,9.623224905240853,12.55560528658196,7.342519189660609,11.845689975806112,11.470862199413702,8.525473827758896,8.079223421680533,6.5207522390611965,5.537793034040602,7.039752549374999,9.15569358456474,10.227940783955685,7.41870438145959,6.5775194657146505,5.433326713418507,12.404143679680782,12.028883353888194,5.424888505533027
GSM334430,10.108093151948154,9.280042280379227,9.675711859774632,12.90581004828476,7.695562387244721,12.092601897524231,11.01166754572915,8.66686663578394,9.068318799140872,8.112403015388574,5.797843067065541,7.736381635348458,8.238729547999581,10.19173782502715,6.78992483126367,6.937838703603966,5.938756261492295,12.522515328569842,12.636311942322513,4.982017001591192
GSM334431,9.72629139937011,8.248126819385654,10.376385897590513,12.182428495955447,6.735860607718903,11.911788936537691,11.51056638944875,8.254102681194164,8.101098497798334,7.854288696020217,5.773600795282544,7.556720622838011,8.462293675102014,9.883147293183992,7.104577787816521,6.816074855073026,4.618385502258606,12.649307829746366,12.848396034537757,5.402381106123458
GSM334432,9.959770155211467,9.103193374373289,10.303141437858267,12.36918018026206,7.696125998439932,12.077857167391885,11.37360471408464,7.350806615421625,8.726354416891885,7.444484863411644,5.64587455030903,7.282245183735652,8.86863121140749,10.310408290705213,7.197600050053598,6.6791281797474165,5.734628339342361,12.288972744315979,11.350646415100258,5.480523646388259
GSM334433,9.92242087314252,9.150437822186113,10.605970210196217,12.170782599016045,6.5006746008691785,11.713334958505133,11.05813381986923,8.963318054771856,8.223190835122079,7.4363867430583435,6.075639588578601,6.50950583446455,9.022750631302204,9.879675138090308,6.79969607369154,7.2655587908288055,4.8607393763028695,12.16205453471555,11.552476981522126,5.15324192661221
GSM334434,9.953570813048945,9.162179818692202,10.775906525421549,12.174251601758417,6.680563473295473,11.676419926214047,10.910387894294391,7.590085481192516,8.401511010640052,7.540190046975896,5.994285543730024,6.783862584413315,8.575947605980172,9.907506615079102,7.585480876111475,6.7542060685985685,4.179654357230643,11.736418844408377,12.24369763910061,5.0491297449583605
